,0,1,2,3,4,5,6,7,8,9
0,-0.021677528422956754,0.036756199177868445,0.0006594278944059154,-0.022766070818534986,0.07148517831862512,0.031129558378805582,-0.02126293805803113,0.011762713700660399,-0.04290240677986866,-0.007122933039702671
1,-0.0242958632035287,0.05915091777216536,0.023850387805070664,-0.02153351414723311,0.016822294766123513,0.09643743721235382,-0.04014239828356484,0.04553629962165721,-0.024271119777606695,0.019123567993788688
2,-0.0009189133838954072,0.08244395270939035,-0.017863338266858344,0.00016551076377840533,0.07235571244043917,-0.0003739790674683102,0.025824969713120864,0.010401667630175911,-0.010551049029587936,-0.024417937705833764
3,0.015934205866365576,0.07672734874440465,0.00236518421177297,-0.01639667103301375,0.05450137672828813,0.024387396485665742,-0.0001757259525581264,0.003948915367975398,-0.04761873499853971,0.028041282444449825
4,-0.08954016768403456,0.0831766223858107,-0.014877602708767312,-0.023363685662644205,0.04069087572106013,0.039706027141939985,-0.004651129309229751,-0.0020590577933313433,0.026631197548930518,0.08378578179413464
5,-0.01619705101485646,0.07867432720104693,-0.006437506142836873,0.05271478715872454,0.022003813503994756,0.029158383822042586,-0.023408205702142686,0.009980143035651723,-0.03356255299831767,0.0005939162089531747
6,-0.03399103800791903,0.07389181167159055,-0.0016482233936820066,0.05812020565023034,0.01886500830868762,0.04631701137046535,0.05768125916202917,-0.02321963845808111,-0.03160650685832651,-0.11323881598824977
7,0.030283621521251015,0.04757070093919392,-0.001579496218744285,-0.029295431292964642,0.028493474709845108,0.019544041677500668,-0.023737285732344886,-0.042465116416302295,-0.00027272447766339865,-0.027939266010129152
8,-0.03672719801571785,0.21968027202237622,-0.004051436671450151,-0.052282118388332646,0.0345932780125091,0.09524316924831053,-0.005588492542849903,0.03213235442818045,-0.0017717837240268908,0.05254370636843984
9,0.04510488998502109,0.059198858233843785,0.0027181149799862235,-0.01942334315879737,0.032497801011407285,0.02862981559340943,0.013061479129276335,0.06993496972524135,-0.037255265900995774,-0.017328704754236285
10,-0.02107100777967179,0.043051998468473754,-0.012796285247484772,-0.030154406921249523,0.043829177752648316,0.022256550621058843,-0.008384825124646833,0.05606614517201068,0.0417441087582395,0.0020564893983003748
11,0.004830702711560977,0.038689691000097115,0.004526312522598455,-0.015378214523676631,0.05912876488587158,0.12885418435695492,-0.013449220134548197,0.0038507081865619096,-0.04976200705121164,-0.03757267940485768
12,-0.04707303459612359,0.05633484602390754,-0.008999938825552046,0.004555725706621836,0.018058881877416104,0.04300174628614383,-0.04639703158959975,0.0009664387530130822,-0.04715682456121785,0.027899525423973295
13,-0.015962377478496145,0.23748038044644842,-0.016880128257674248,0.051522464800047754,0.031061987063861773,0.02791790933245107,0.04624813452979335,-0.003465059442430714,-0.031060985692747047,-0.01199075851874047
14,-0.060496530600228235,0.15853144221613785,0.007660964150501704,-0.054150454690086426,0.03352865489160983,0.033398875739443806,-0.020847174327049776,0.00196536627098172,-0.0181983491704008,0.012620717599681034
15,0.03474285025786767,0.11662107238510035,-0.011904655374836332,-0.007453838703070303,0.029725606120714346,0.08113875200672488,-0.004637477651402169,-0.03881156964684549,-0.032145149436925584,-0.04295935042063677
16,-0.037711045812757596,0.054191654409817346,-0.01869648520596148,0.014580363232923018,0.03780699087727419,0.03249033176404875,-0.022837162765785443,1.0888422217287521e-05,-0.03878658596100468,-0.016659329691471058
17,-0.007088845222780291,0.06012526081646142,0.004012519910214224,0.031769240589845676,0.025704368866467667,0.02723489950157248,0.015389087465334073,0.09035119083771016,-0.07000246472920714,-0.014876354111647526
18,-0.026214908011206847,0.08824824879460387,0.0011885304814243764,0.011705276068651885,0.029192101091212473,0.054550567544854364,-0.04701344998196751,-0.03105960391321566,0.003191171115424254,0.011703992752433905
19,-0.02683893413982834,0.06943915010554677,-0.017212563127031115,-0.03389655764086383,0.027778518315857887,0.06253690859546189,-0.023518422725078092,0.06786781022292317,-0.017227233100824236,0.11080595462793967
20,0.021406392852976318,0.06092556844637806,-0.012374275602180228,-0.03740210031727861,0.03816015483793225,-0.029198748928725243,-0.0029767800494775124,0.03536566136893768,-0.07691630741202286,0.023381569881561537
21,-0.022196204706658708,0.10331743482712359,0.003010378015153311,0.051941046678900864,0.05101551136764278,0.029095730685066153,-0.014011678739300317,0.01127834019520979,-0.037727298575540885,-0.021908888331558116
22,-0.008880734800212037,0.0491634526757367,0.07186149325503235,-0.02824558752764642,0.0744219359318249,0.017043167395465804,-0.01006884683513283,-0.03495782280219852,0.010562029504339255,-0.034145283797496984
23,0.07650123126936494,0.036726861500372895,-0.032261326896002536,0.033959604386014815,0.05202708198485956,0.034771270448713774,-0.015259972974993517,0.025429312411108535,0.009132587876423242,-0.0021653589725859493
24,-0.04736137621724335,0.005208857488771785,-0.0053683106887676395,-0.023222322553579484,0.04137008987800174,0.06193176943006299,-0.048249612375944294,-0.0011901672483345617,-0.08830440382881144,-0.01247456219438288
25,-0.04236737975305124,0.09551911103220917,0.01580585708961817,-0.04801667102449068,0.0732210130934959,0.041045401990688415,-0.040119305377973785,-0.011770695539479042,-0.015541988605848664,-0.028377636417086682
26,-0.02985268594048345,0.05210614353379082,0.018487338702693555,-0.07690651861419369,0.02360449433805735,0.04458747778689498,0.006471915214399441,0.0064525410680135965,-0.022073480705053102,-0.017877537881447778
27,-0.029339286886214216,0.08543550982337643,0.043298623954982116,-0.013437843206681472,0.03042165558448036,0.050264739548125756,-0.03276725235556865,0.09977010355669456,-0.023224652641321453,-0.05770430833555627
28,-0.02298419821772684,0.05695686417342553,-0.008494142384530624,0.02182746371790382,0.010595837084171346,0.05001752129144481,0.015137088673472108,0.02574846506029364,-0.021711430610511083,-0.014364420354766254
29,-0.049571794648344866,0.04695663479269732,0.11029175169173527,0.02889341359350307,0.04900762573371081,0.03232766695073142,-0.006625969403840276,-0.008275825420668362,-0.0359153725041004,-0.03791756512516032
30,0.0016349957111797754,0.0842058169999051,0.010480818664547026,0.006664958575767694,0.042608929746474046,0.045542278290537384,0.0034950357063870128,0.002498306699300311,-0.027838181129493742,-0.01843670831746306
31,-0.03364103576195087,0.08148706875432586,0.08732615531205938,0.0166381278024869,0.026247191129142002,0.0057994813273942285,0.021585923057708956,0.0623983983945218,0.011234637675202226,0.020926381300126983
32,-0.045200068865229516,0.04615574787581156,0.02796849122237085,-0.025150598182953048,-0.0041755217033242475,0.03271471338719005,7.710505224090003e-05,-0.006970306378138669,-0.037422140814713185,-0.033801824250708316
33,-0.027695390927786112,0.035430726492730616,0.036239389657335086,-0.015138270612460859,0.01750870373559187,0.29798813794296436,0.004798396300897647,-0.005464641073125732,-0.01593732783679986,-0.026884693836230204
34,-0.05923159997779931,0.06459542051921642,-0.01166867793136437,-0.038872451452707166,0.05185328267661653,0.047603290565423104,0.015994230401486988,0.035704590918374454,-0.04913342905414443,-0.051893083432538054
